legal_cd,adm_cd,sido_Nm_,sgg_Nm_,dong_Nm_,dong_NmLegal_
1100000000,11,서울특별시,서울특별시,서울특별시,서울특별시
1111000000,11010,서울특별시,종로구,종로구,종로구
1111010100,1101072,서울특별시,종로구,청운효자동,청운동
1111010200,1101072,서울특별시,종로구,청운효자동,신교동
1111010300,1101072,서울특별시,종로구,청운효자동,궁정동
1111010400,1101072,서울특별시,종로구,청운효자동,효자동
1111010500,1101072,서울특별시,종로구,청운효자동,창성동
1111010800,1101072,서울특별시,종로구,청운효자동,통인동
1111010900,1101072,서울특별시,종로구,청운효자동,누상동
1111011000,1101072,서울특별시,종로구,청운효자동,누하동
1111011100,1101072,서울특별시,종로구,청운효자동,옥인동
1111011900,1101072,서울특별시,종로구,청운효자동,세종로
1111010600,1101053,서울특별시,종로구,사직동,통의동
1111010700,1101053,서울특별시,종로구,사직동,적선동
1111011200,1101053,서울특별시,종로구,사직동,체부동
1111011300,1101053,서울특별시,종로구,사직동,필운동
1111011400,1101053,서울특별시,종로구,사직동,내자동
1111011500,1101053,서울특별시,종로구,사직동,사직동
1111011600,1101053,서울특별시,종로구,사직동,도렴동
1111011700,1101053,서울특별시,종로구,사직동,당주동
1111011800,1101053,서울특별시,종로구,사직동,내수동
1111011900,1101053,서울특별시,종로구,사직동,세종로
1111012000,1101053,서울특별시,종로구,사직동,신문로1가
1111012100,1101053,서울특별시,종로구,사직동,신문로2가
1111013900,1101054,서울특별시,종로구,삼청동,팔판동
1111014000,1101054,서울특별시,종로구,삼청동,삼청동
1111014100,1101054,서울특별시,종로구,삼청동,안국동
1111014200,1101054,서울특별시,종로구,삼청동,소격동
1111014300,1101054,서울특별시,종로구,삼청동,화동
1111014400,1101054,서울특별시,종로구,삼청동,사간동
1111014500,1101054,서울특별시,종로구,삼청동,송현동
1111018400,1101055,서울특별시,종로구,부암동,부암동
1111018500,1101055,서울특별시,종로구,부암동,홍지동
1111018600,1101055,서울특별시,종로구,부암동,신영동
1111018200,1101056,서울특별시,종로구,평창동,구기동
1111018300,1101056,서울특별시,종로구,평창동,평창동
1111018700,1101057,서울특별시,종로구,무악동,무악동
1111017600,1101058,서울특별시,종로구,교남동,교남동
1111017700,1101058,서울특별시,종로구,교남동,평동
1111017800,1101058,서울특별시,종로구,교남동,송월동
1111017900,1101058,서울특별시,종로구,교남동,홍파동
1111018000,1101058,서울특별시,종로구,교남동,교북동
1111018100,1101058,서울특별시,종로구,교남동,행촌동
1111014600,1101060,서울특별시,종로구,가회동,가회동
1111014700,1101060,서울특별시,종로구,가회동,재동
1111014800,1101060,서울특별시,종로구,가회동,계동
1111014900,1101060,서울특별시,종로구,가회동,원서동
1111011900,1101061,서울특별시,종로구,종로1.2.3.4가동,세종로
1111012200,1101061,서울특별시,종로구,종로1.2.3.4가동,청진동
1111012300,1101061,서울특별시,종로구,종로1.2.3.4가동,서린동
1111012400,1101061,서울특별시,종로구,종로1.2.3.4가동,수송동
1111012500,1101061,서울특별시,종로구,종로1.2.3.4가동,중학동
1111012600,1101061,서울특별시,종로구,종로1.2.3.4가동,종로1가
1111012700,1101061,서울특별시,종로구,종로1.2.3.4가동,공평동
1111012800,1101061,서울특별시,종로구,종로1.2.3.4가동,관훈동
1111012900,1101061,서울특별시,종로구,종로1.2.3.4가동,견지동
1111013000,1101061,서울특별시,종로구,종로1.2.3.4가동,와룡동
1111013100,1101061,서울특별시,종로구,종로1.2.3.4가동,권농동
1111013200,1101061,서울특별시,종로구,종로1.2.3.4가동,운니동
1111013300,1101061,서울특별시,종로구,종로1.2.3.4가동,익선동
1111013400,1101061,서울특별시,종로구,종로1.2.3.4가동,경운동
1111013500,1101061,서울특별시,종로구,종로1.2.3.4가동,관철동
1111013600,1101061,서울특별시,종로구,종로1.2.3.4가동,인사동
1111013700,1101061,서울특별시,종로구,종로1.2.3.4가동,낙원동
1111013800,1101061,서울특별시,종로구,종로1.2.3.4가동,종로2가
1111015000,1101061,서울특별시,종로구,종로1.2.3.4가동,훈정동
1111015100,1101061,서울특별시,종로구,종로1.2.3.4가동,묘동
1111015200,1101061,서울특별시,종로구,종로1.2.3.4가동,봉익동
1111015300,1101061,서울특별시,종로구,종로1.2.3.4가동,돈의동
1111015400,1101061,서울특별시,종로구,종로1.2.3.4가동,장사동
1111015500,1101061,서울특별시,종로구,종로1.2.3.4가동,관수동
1111015600,1101061,서울특별시,종로구,종로1.2.3.4가동,종로3가
1111015700,1101061,서울특별시,종로구,종로1.2.3.4가동,인의동
1111015800,1101061,서울특별시,종로구,종로1.2.3.4가동,예지동
1111015900,1101061,서울특별시,종로구,종로1.2.3.4가동,원남동
1111016100,1101061,서울특별시,종로구,종로1.2.3.4가동,종로4가
1111016000,1101063,서울특별시,종로구,종로5.6가동,연지동
1111016200,1101063,서울특별시,종로구,종로5.6가동,효제동
1111016300,1101063,서울특별시,종로구,종로5.6가동,종로5가
1111016400,1101063,서울특별시,종로구,종로5.6가동,종로6가
1111016700,1101063,서울특별시,종로구,종로5.6가동,충신동
1111016500,1101064,서울특별시,종로구,이화동,이화동
1111016600,1101064,서울특별시,종로구,이화동,연건동
1111016800,1101064,서울특별시,종로구,이화동,동숭동
1111013000,1101073,서울특별시,종로구,혜화동,와룡동
1111016900,1101073,서울특별시,종로구,혜화동,혜화동
1111017000,1101073,서울특별시,종로구,혜화동,명륜1가
1111017100,1101073,서울특별시,종로구,혜화동,명륜2가
1111017200,1101073,서울특별시,종로구,혜화동,명륜4가
1111017300,1101073,서울특별시,종로구,혜화동,명륜3가
1111017400,1101067,서울특별시,종로구,창신1동,창신동
1111017400,1101068,서울특별시,종로구,창신2동,창신동
1111017400,1101069,서울특별시,종로구,창신3동,창신동
1111017500,1101070,서울특별시,종로구,숭인1동,숭인동
1111017500,1101071,서울특별시,종로구,숭인2동,숭인동
1114000000,11020,서울특별시,중구,중구,중구
1114011100,1102052,서울특별시,중구,소공동,소공동
1114011300,1102052,서울특별시,중구,소공동,북창동
1114011400,1102052,서울특별시,중구,소공동,태평로2가
1114011500,1102052,서울특별시,중구,소공동,남대문로2가
1114011600,1102052,서울특별시,중구,소공동,남대문로3가
1114011700,1102052,서울특별시,중구,소공동,남대문로4가
1114011900,1102052,서울특별시,중구,소공동,봉래동1가
1114016600,1102052,서울특별시,중구,소공동,서소문동
1114016700,1102052,서울특별시,중구,소공동,정동
1114016800,1102052,서울특별시,중구,소공동,순화동
1114016900,1102052,서울특별시,중구,소공동,의주로1가
1114017000,1102052,서울특별시,중구,소공동,충정로1가
1114011200,1102054,서울특별시,중구,회현동,남창동
1114011600,1102054,서울특별시,중구,회현동,남대문로3가
1114011700,1102054,서울특별시,중구,회현동,남대문로4가
1114011800,1102054,서울특별시,중구,회현동,남대문로5가
1114011900,1102054,서울특별시,중구,회현동,봉래동1가
1114012000,1102054,서울특별시,중구,회현동,봉래동2가
1114012100,1102054,서울특별시,중구,회현동,회현동1가
1114012200,1102054,서울특별시,중구,회현동,회현동2가
1114012400,1102054,서울특별시,중구,회현동,충무로1가
1114016800,1102054,서울특별시,중구,회현동,순화동
1114010100,1102055,서울특별시,중구,명동,무교동
1114010200,1102055,서울특별시,중구,명동,다동
1114010300,1102055,서울특별시,중구,명동,태평로1가
1114010400,1102055,서울특별시,중구,명동,을지로1가
1114010500,1102055,서울특별시,중구,명동,을지로2가
1114010600,1102055,서울특별시,중구,명동,남대문로1가
1114010700,1102055,서울특별시,중구,명동,삼각동
1114010800,1102055,서울특별시,중구,명동,수하동
1114010900,1102055,서울특별시,중구,명동,장교동
1114011000,1102055,서울특별시,중구,명동,수표동
1114011500,1102055,서울특별시,중구,명동,남대문로2가
1114012100,1102055,서울특별시,중구,명동,회현동1가
1114012200,1102055,서울특별시,중구,명동,회현동2가
1114012300,1102055,서울특별시,중구,명동,회현동3가
1114012400,1102055,서울특별시,중구,명동,충무로1가
1114012500,1102055,서울특별시,중구,명동,충무로2가
1114012600,1102055,서울특별시,중구,명동,명동1가
1114012700,1102055,서울특별시,중구,명동,명동2가
1114012800,1102055,서울특별시,중구,명동,남산동1가
1114012900,1102055,서울특별시,중구,명동,남산동2가
1114013000,1102055,서울특별시,중구,명동,남산동3가
1114013100,1102055,서울특별시,중구,명동,저동1가
1114014200,1102055,서울특별시,중구,명동,예장동
1114013200,1102057,서울특별시,중구,필동,충무로4가
1114013300,1102057,서울특별시,중구,필동,충무로5가
1114013600,1102057,서울특별시,중구,필동,묵정동
1114013700,1102057,서울특별시,중구,필동,필동1가
1114013800,1102057,서울특별시,중구,필동,필동2가
1114013900,1102057,서울특별시,중구,필동,필동3가
1114014000,1102057,서울특별시,중구,필동,남학동
1114014100,1102057,서울특별시,중구,필동,주자동
1114014200,1102057,서울특별시,중구,필동,예장동
1114014400,1102057,서울특별시,중구,필동,장충동2가
1114015800,1102057,서울특별시,중구,필동,충무로3가
1114013600,1102058,서울특별시,중구,장충동,묵정동
1114014300,1102058,서울특별시,중구,장충동,장충동1가
1114014400,1102058,서울특별시,중구,장충동,장충동2가
1114013200,1102059,서울특별시,중구,광희동,충무로4가
1114013300,1102059,서울특별시,중구,광희동,충무로5가
1114013400,1102059,서울특별시,중구,광희동,인현동2가
1114013500,1102059,서울특별시,중구,광희동,예관동
1114014500,1102059,서울특별시,중구,광희동,광희동1가
1114014600,1102059,서울특별시,중구,광희동,광희동2가
1114014700,1102059,서울특별시,중구,광희동,쌍림동
1114014800,1102059,서울특별시,중구,광희동,을지로6가
1114014900,1102059,서울특별시,중구,광희동,을지로7가
1114015400,1102059,서울특별시,중구,광희동,오장동
1114015000,1102060,서울특별시,중구,을지로동,을지로4가
1114015100,1102060,서울특별시,중구,을지로동,을지로5가
1114015200,1102060,서울특별시,중구,을지로동,주교동
1114015300,1102060,서울특별시,중구,을지로동,방산동
1114015500,1102060,서울특별시,중구,을지로동,을지로3가
1114015600,1102060,서울특별시,중구,을지로동,입정동
1114015700,1102060,서울특별시,중구,을지로동,산림동
1114015900,1102060,서울특별시,중구,을지로동,초동
1114016000,1102060,서울특별시,중구,을지로동,인현동1가
1114016100,1102060,서울특별시,중구,을지로동,저동2가
1114016200,1102069,서울특별시,중구,신당동,신당동
1114016300,1102069,서울특별시,중구,신당동,흥인동
1114016400,1102069,서울특별시,중구,신당동,무학동
1114016200,1102070,서울특별시,중구,다산동,신당동
1114016200,1102071,서울특별시,중구,약수동,신당동
1114016200,1102072,서울특별시,중구,청구동,신당동
1114016200,1102065,서울특별시,중구,신당5동,신당동
1114016200,1102073,서울특별시,중구,동화동,신당동
1114016500,1102067,서울특별시,중구,황학동,황학동
1114017100,1102068,서울특별시,중구,중림동,중림동
1114017200,1102068,서울특별시,중구,중림동,의주로2가
1114017300,1102068,서울특별시,중구,중림동,만리동1가
1114017400,1102068,서울특별시,중구,중림동,만리동2가
1117000000,11030,서울특별시,용산구,용산구,용산구
1117010100,1103051,서울특별시,용산구,후암동,후암동
1117010200,1103052,서울특별시,용산구,용산2가동,용산동2가
1117010300,1103052,서울특별시,용산구,용산2가동,용산동4가
1117010400,1103053,서울특별시,용산구,남영동,갈월동
1117010500,1103053,서울특별시,용산구,남영동,남영동
1117010600,1103053,서울특별시,용산구,남영동,용산동1가
1117010700,1103053,서울특별시,용산구,남영동,동자동
1117010800,1103071,서울특별시,용산구,청파동,서계동
1117010900,1103071,서울특별시,용산구,청파동,청파동1가
1117011000,1103071,서울특별시,용산구,청파동,청파동2가
1117011100,1103071,서울특별시,용산구,청파동,청파동3가
1117011200,1103072,서울특별시,용산구,원효로1동,원효로1가
1117011300,1103072,서울특별시,용산구,원효로1동,원효로2가
1117012200,1103072,서울특별시,용산구,원효로1동,문배동
1117012300,1103072,서울특별시,용산구,원효로1동,신계동
1117011400,1103057,서울특별시,용산구,원효로2동,신창동
1117011500,1103057,서울특별시,용산구,원효로2동,산천동
1117011600,1103057,서울특별시,용산구,원효로2동,청암동
1117011700,1103057,서울특별시,용산구,원효로2동,원효로3가
1117011800,1103057,서울특별시,용산구,원효로2동,원효로4가
1117011900,1103058,서울특별시,용산구,효창동,효창동
1117012000,1103059,서울특별시,용산구,용문동,도원동
1117012100,1103059,서울특별시,용산구,용문동,용문동
1117012400,1103073,서울특별시,용산구,한강로동,한강로1가
1117012500,1103073,서울특별시,용산구,한강로동,한강로2가
1117012600,1103073,서울특별시,용산구,한강로동,용산동3가
1117012700,1103073,서울특별시,용산구,한강로동,용산동5가
1117012800,1103073,서울특별시,용산구,한강로동,한강로3가
1117012900,1103063,서울특별시,용산구,이촌1동,이촌동
1117012900,1103064,서울특별시,용산구,이촌2동,이촌동
1117013000,1103065,서울특별시,용산구,이태원1동,이태원동
1117013000,1103066,서울특별시,용산구,이태원2동,이태원동
1117013100,1103074,서울특별시,용산구,한남동,한남동
1117013200,1103069,서울특별시,용산구,서빙고동,동빙고동
1117013300,1103069,서울특별시,용산구,서빙고동,서빙고동
1117013400,1103069,서울특별시,용산구,서빙고동,주성동
1117013500,1103069,서울특별시,용산구,서빙고동,용산동6가
1117013600,1103070,서울특별시,용산구,보광동,보광동
1120000000,11040,서울특별시,성동구,성동구,성동구
1120010200,1104052,서울특별시,성동구,왕십리2동,하왕십리동
1120010100,1104071,서울특별시,성동구,왕십리도선동,상왕십리동
1120010200,1104071,서울특별시,성동구,왕십리도선동,하왕십리동
1120010300,1104071,서울특별시,성동구,왕십리도선동,홍익동
1120010400,1104071,서울특별시,성동구,왕십리도선동,도선동
1120010500,1104054,서울특별시,성동구,마장동,마장동
1120010600,1104055,서울특별시,성동구,사근동,사근동
1120010700,1104055,서울특별시,성동구,사근동,행당동
1120010700,1104056,서울특별시,성동구,행당1동,행당동
1120010700,1104057,서울특별시,성동구,행당2동,행당동
1120010800,1104058,서울특별시,성동구,응봉동,응봉동
1120010900,1104059,서울특별시,성동구,금호1가동,금호동1가
1120011000,1104072,서울특별시,성동구,금호2.3가동,금호동2가
1120011100,1104072,서울특별시,성동구,금호2.3가동,금호동3가
1120011200,1104062,서울특별시,성동구,금호4가동,금호동4가
1120011300,1104073,서울특별시,성동구,옥수동,옥수동
1120011400,1104065,서울특별시,성동구,성수1가1동,성수동1가
1120011400,1104066,서울특별시,성동구,성수1가2동,성수동1가
1120011500,1104067,서울특별시,성동구,성수2가1동,성수동2가
1120011500,1104068,서울특별시,성동구,성수2가3동,성수동2가
1120011800,1104069,서울특별시,성동구,송정동,송정동
1120011800,1104070,서울특별시,성동구,용답동,송정동
1120012200,1104070,서울특별시,성동구,용답동,용답동
1121500000,11050,서울특별시,광진구,광진구,광진구
1121510700,1105053,서울특별시,광진구,화양동,화양동
1121510900,1105054,서울특별시,광진구,군자동,군자동
1121510100,1105055,서울특별시,광진구,중곡1동,중곡동
1121510100,1105056,서울특별시,광진구,중곡2동,중곡동
1121510100,1105057,서울특별시,광진구,중곡3동,중곡동
1121510100,1105058,서울특별시,광진구,중곡4동,중곡동
1121510200,1105059,서울특별시,광진구,능동,능동
1121510400,1105063,서울특별시,광진구,광장동,광장동
1121510500,1105064,서울특별시,광진구,자양1동,자양동
1121510500,1105065,서울특별시,광진구,자양2동,자양동
1121510500,1105066,서울특별시,광진구,자양3동,자양동
1121510500,1105067,서울특별시,광진구,자양4동,자양동
1121510300,1105060,서울특별시,광진구,구의1동,구의동
1121510300,1105061,서울특별시,광진구,구의2동,구의동
1121510300,1105062,서울특별시,광진구,구의3동,구의동
1123000000,11060,서울특별시,동대문구,동대문구,동대문구
1123010100,1106081,서울특별시,동대문구,용신동,신설동
1123010200,1106081,서울특별시,동대문구,용신동,용두동
1123010300,1106082,서울특별시,동대문구,제기동,제기동
1123010400,1106083,서울특별시,동대문구,전농1동,전농동
1123010400,1106084,서울특별시,동대문구,전농2동,전농동
1123010500,1106091,서울특별시,동대문구,답십리1동,답십리동
1123010500,1106086,서울특별시,동대문구,답십리2동,답십리동
1123010600,1106087,서울특별시,동대문구,장안1동,장안동
1123010600,1106088,서울특별시,동대문구,장안2동,장안동
1123010700,1106080,서울특별시,동대문구,청량리동,청량리동
1123010800,1106071,서울특별시,동대문구,회기동,회기동
1123010900,1106072,서울특별시,동대문구,휘경1동,휘경동
1123010900,1106073,서울특별시,동대문구,휘경2동,휘경동
1123011000,1106089,서울특별시,동대문구,이문1동,이문동
1123011000,1106090,서울특별시,동대문구,이문2동,이문동
1126000000,11070,서울특별시,중랑구,중랑구,중랑구
1126010100,1107052,서울특별시,중랑구,면목2동,면목동
1126010100,1107054,서울특별시,중랑구,면목4동,면목동
1126010100,1107055,서울특별시,중랑구,면목5동,면목동
1126010100,1107071,서울특별시,중랑구,면목본동,면목동
1126010100,1107057,서울특별시,중랑구,면목7동,면목동
1126010100,1107072,서울특별시,중랑구,면목3.8동,면목동
1126010200,1107059,서울특별시,중랑구,상봉1동,상봉동
1126010200,1107060,서울특별시,중랑구,상봉2동,상봉동
1126010300,1107061,서울특별시,중랑구,중화1동,중화동
1126010300,1107062,서울특별시,중랑구,중화2동,중화동
1126010400,1107064,서울특별시,중랑구,묵1동,묵동
1126010400,1107065,서울특별시,중랑구,묵2동,묵동
1126010500,1107073,서울특별시,중랑구,망우본동,망우동
1126010500,1107068,서울특별시,중랑구,망우3동,망우동
1126010600,1107069,서울특별시,중랑구,신내1동,신내동
1126010600,1107070,서울특별시,중랑구,신내2동,신내동
1129000000,11080,서울특별시,성북구,성북구,성북구
1129010100,1108081,서울특별시,성북구,성북동,성북동
1129010200,1108081,서울특별시,성북구,성북동,성북동1가
1129010400,1108081,서울특별시,성북구,성북동,동소문동1가
1129010700,1108081,서울특별시,성북구,성북동,동소문동4가
1129010300,1108082,서울특별시,성북구,삼선동,돈암동
1129010500,1108082,서울특별시,성북구,삼선동,동소문동2가
1129010600,1108082,서울특별시,성북구,삼선동,동소문동3가
1129010800,1108082,서울특별시,성북구,삼선동,동소문동5가
1129011100,1108082,서울특별시,성북구,삼선동,삼선동1가
1129011200,1108082,서울특별시,성북구,삼선동,삼선동2가
1129011300,1108082,서울특별시,성북구,삼선동,삼선동3가
1129011400,1108082,서울특별시,성북구,삼선동,삼선동4가
1129011500,1108082,서울특별시,성북구,삼선동,삼선동5가
1129010300,1108083,서울특별시,성북구,동선동,돈암동
1129010900,1108083,서울특별시,성북구,동선동,동소문동6가
1129011000,1108083,서울특별시,성북구,동선동,동소문동7가
1129011600,1108083,서울특별시,성북구,동선동,동선동1가
1129011700,1108083,서울특별시,성북구,동선동,동선동2가
1129011800,1108083,서울특별시,성북구,동선동,동선동3가
1129011900,1108083,서울특별시,성북구,동선동,동선동4가
1129012000,1108083,서울특별시,성북구,동선동,동선동5가
1129010300,1108058,서울특별시,성북구,돈암1동,돈암동
1129010300,1108059,서울특별시,성북구,돈암2동,돈암동
1129012100,1108060,서울특별시,성북구,안암동,안암동1가
1129012200,1108060,서울특별시,성북구,안암동,안암동2가
1129012300,1108060,서울특별시,성북구,안암동,안암동3가
1129012400,1108060,서울특별시,성북구,안암동,안암동4가
1129012500,1108060,서울특별시,성북구,안암동,안암동5가
1129012600,1108061,서울특별시,성북구,보문동,보문동4가
1129012700,1108061,서울특별시,성북구,보문동,보문동5가
1129012800,1108061,서울특별시,성북구,보문동,보문동6가
1129012900,1108061,서울특별시,성북구,보문동,보문동7가
1129013000,1108061,서울특별시,성북구,보문동,보문동1가
1129013100,1108061,서울특별시,성북구,보문동,보문동2가
1129013200,1108061,서울특별시,성북구,보문동,보문동3가
1129010300,1108062,서울특별시,성북구,정릉1동,돈암동
1129013300,1108062,서울특별시,성북구,정릉1동,정릉동
1129013400,1108062,서울특별시,성북구,정릉1동,길음동
1129010300,1108063,서울특별시,성북구,정릉2동,돈암동
1129013300,1108063,서울특별시,성북구,정릉2동,정릉동
1129013300,1108064,서울특별시,성북구,정릉3동,정릉동
1129013300,1108065,서울특별시,성북구,정릉4동,정릉동
1129013400,1108066,서울특별시,성북구,길음1동,길음동
1129013400,1108068,서울특별시,성북구,길음2동,길음동
1129013600,1108068,서울특별시,성북구,길음2동,하월곡동
1129013500,1108084,서울특별시,성북구,종암동,종암동
1129013600,1108071,서울특별시,성북구,월곡1동,하월곡동
1129013600,1108072,서울특별시,성북구,월곡2동,하월곡동
1129013700,1108072,서울특별시,성북구,월곡2동,상월곡동
1129013800,1108076,서울특별시,성북구,장위1동,장위동
1129013800,1108077,서울특별시,성북구,장위2동,장위동
1129013800,1108078,서울특별시,성북구,장위3동,장위동
1129013900,1108085,서울특별시,성북구,석관동,석관동
1130500000,11090,서울특별시,강북구,강북구,강북구
1130510100,1109069,서울특별시,강북구,삼양동,미아동
1130510100,1109070,서울특별시,강북구,미아동,미아동
1130510100,1109071,서울특별시,강북구,송중동,미아동
1130510100,1109072,서울특별시,강북구,송천동,미아동
1130510100,1109073,서울특별시,강북구,삼각산동,미아동
1130510200,1109060,서울특별시,강북구,번1동,번동
1130510200,1109061,서울특별시,강북구,번2동,번동
1130510200,1109062,서울특별시,강북구,번3동,번동
1130510300,1109063,서울특별시,강북구,수유1동,수유동
1130510300,1109064,서울특별시,강북구,수유2동,수유동
1130510300,1109065,서울특별시,강북구,수유3동,수유동
1130510300,1109074,서울특별시,강북구,우이동,수유동
1130510400,1109074,서울특별시,강북구,우이동,우이동
1130510300,1109075,서울특별시,강북구,인수동,수유동
1132000000,11100,서울특별시,도봉구,도봉구,도봉구
1132010700,1110059,서울특별시,도봉구,창1동,창동
1132010700,1110060,서울특별시,도봉구,창2동,창동
1132010700,1110061,서울특별시,도봉구,창3동,창동
1132010700,1110062,서울특별시,도봉구,창4동,창동
1132010700,1110063,서울특별시,도봉구,창5동,창동
1132010800,1110064,서울특별시,도봉구,도봉1동,도봉동
1132010800,1110065,서울특별시,도봉구,도봉2동,도봉동
1132010500,1110051,서울특별시,도봉구,쌍문1동,쌍문동
1132010500,1110052,서울특별시,도봉구,쌍문2동,쌍문동
1132010500,1110053,서울특별시,도봉구,쌍문3동,쌍문동
1132010500,1110054,서울특별시,도봉구,쌍문4동,쌍문동
1132010600,1110055,서울특별시,도봉구,방학1동,방학동
1132010600,1110056,서울특별시,도봉구,방학2동,방학동
1132010600,1110057,서울특별시,도봉구,방학3동,방학동
1135000000,11110,서울특별시,노원구,노원구,노원구
1135010200,1111051,서울특별시,노원구,월계1동,월계동
1135010200,1111052,서울특별시,노원구,월계2동,월계동
1135010200,1111053,서울특별시,노원구,월계3동,월계동
1135010300,1111079,서울특별시,노원구,공릉1동,공릉동
1135010300,1111056,서울특별시,노원구,공릉2동,공릉동
1135010400,1111058,서울특별시,노원구,하계1동,하계동
1135010400,1111059,서울특별시,노원구,하계2동,하계동
1135010600,1111060,서울특별시,노원구,중계본동,중계동
1135010600,1111061,서울특별시,노원구,중계1동,중계동
1135010600,1111064,서울특별시,노원구,중계4동,중계동
1135010600,1111078,서울특별시,노원구,중계2.3동,중계동
1135010500,1111065,서울특별시,노원구,상계1동,상계동
1135010500,1111066,서울특별시,노원구,상계2동,상계동
1135010500,1111076,서울특별시,노원구,상계3.4동,상계동
1135010500,1111069,서울특별시,노원구,상계5동,상계동
1135010500,1111077,서울특별시,노원구,상계6.7동,상계동
1135010500,1111072,서울특별시,노원구,상계8동,상계동
1135010500,1111073,서울특별시,노원구,상계9동,상계동
1135010500,1111074,서울특별시,노원구,상계10동,상계동
1138000000,11120,서울특별시,은평구,은평구,은평구
1138010200,1112051,서울특별시,은평구,녹번동,녹번동
1138010300,1112052,서울특별시,은평구,불광1동,불광동
1138010300,1112072,서울특별시,은평구,불광2동,불광동
1138010400,1112055,서울특별시,은평구,갈현1동,갈현동
1138010400,1112056,서울특별시,은평구,갈현2동,갈현동
1138010500,1112057,서울특별시,은평구,구산동,구산동
1138010600,1112058,서울특별시,은평구,대조동,대조동
1138010700,1112059,서울특별시,은평구,응암1동,응암동
1138010700,1112060,서울특별시,은평구,응암2동,응암동
1138010700,1112073,서울특별시,은평구,응암3동,응암동
1138010800,1112074,서울특별시,은평구,역촌동,역촌동
1138010900,1112065,서울특별시,은평구,신사1동,신사동
1138010900,1112066,서울특별시,은평구,신사2동,신사동
1138011000,1112067,서울특별시,은평구,증산동,증산동
1138010100,1112068,서울특별시,은평구,수색동,수색동
1138011400,1112071,서울특별시,은평구,진관동,진관동
1141000000,11130,서울특별시,서대문구,서대문구,서대문구
1141010500,1113052,서울특별시,서대문구,천연동,냉천동
1141010600,1113052,서울특별시,서대문구,천연동,천연동
1141010700,1113052,서울특별시,서대문구,천연동,옥천동
1141010800,1113052,서울특별시,서대문구,천연동,영천동
1141010900,1113052,서울특별시,서대문구,천연동,현저동
1141011000,1113074,서울특별시,서대문구,북아현동,북아현동
1141010100,1113073,서울특별시,서대문구,충현동,충정로2가
1141010200,1113073,서울특별시,서대문구,충현동,충정로3가
1141010300,1113073,서울특별시,서대문구,충현동,합동
1141010400,1113073,서울특별시,서대문구,충현동,미근동
1141011000,1113073,서울특별시,서대문구,충현동,북아현동
1141011200,1113075,서울특별시,서대문구,신촌동,대현동
1141011300,1113075,서울특별시,서대문구,신촌동,대신동
1141011400,1113075,서울특별시,서대문구,신촌동,신촌동
1141011500,1113075,서울특별시,서대문구,신촌동,봉원동
1141011600,1113075,서울특별시,서대문구,신촌동,창천동
1141011700,1113076,서울특별시,서대문구,연희동,연희동
1141011100,1113062,서울특별시,서대문구,홍제1동,홍제동
1141011100,1113064,서울특별시,서대문구,홍제3동,홍제동
1141011100,1113065,서울특별시,서대문구,홍제2동,홍제동
1141011800,1113066,서울특별시,서대문구,홍은1동,홍은동
1141011800,1113068,서울특별시,서대문구,홍은2동,홍은동
1141012000,1113069,서울특별시,서대문구,남가좌1동,남가좌동
1141012000,1113070,서울특별시,서대문구,남가좌2동,남가좌동
1141011900,1113071,서울특별시,서대문구,북가좌1동,북가좌동
1141011900,1113072,서울특별시,서대문구,북가좌2동,북가좌동
1144000000,11140,서울특별시,마포구,마포구,마포구
1144010100,1114078,서울특별시,마포구,아현동,아현동
1144010200,1114078,서울특별시,마포구,아현동,공덕동
1144010900,1114078,서울특별시,마포구,아현동,염리동
1144010100,1114077,서울특별시,마포구,공덕동,아현동
1144010200,1114077,서울특별시,마포구,공덕동,공덕동
1144010300,1114077,서울특별시,마포구,공덕동,신공덕동
1144010400,1114077,서울특별시,마포구,공덕동,도화동
1144010400,1114075,서울특별시,마포구,도화동,도화동
1144010700,1114075,서울특별시,마포구,도화동,마포동
1144010400,1114059,서울특별시,마포구,용강동,도화동
1144010500,1114059,서울특별시,마포구,용강동,용강동
1144010600,1114059,서울특별시,마포구,용강동,토정동
1144010700,1114059,서울특별시,마포구,용강동,마포동
1144010800,1114059,서울특별시,마포구,용강동,대흥동
1144010900,1114059,서울특별시,마포구,용강동,염리동
1144010800,1114060,서울특별시,마포구,대흥동,대흥동
1144011000,1114060,서울특별시,마포구,대흥동,노고산동
1144011100,1114060,서울특별시,마포구,대흥동,신수동
1144010200,1114061,서울특별시,마포구,염리동,공덕동
1144010900,1114061,서울특별시,마포구,염리동,염리동
1144010800,1114063,서울특별시,마포구,신수동,대흥동
1144011100,1114063,서울특별시,마포구,신수동,신수동
1144011200,1114063,서울특별시,마포구,신수동,현석동
1144011300,1114063,서울특별시,마포구,신수동,구수동
1144011700,1114063,서울특별시,마포구,신수동,신정동
1144011400,1114076,서울특별시,마포구,서강동,창전동
1144011500,1114076,서울특별시,마포구,서강동,상수동
1144011600,1114076,서울특별시,마포구,서강동,하중동
1144011700,1114076,서울특별시,마포구,서강동,신정동
1144011800,1114076,서울특별시,마포구,서강동,당인동
1144011000,1114066,서울특별시,마포구,서교동,노고산동
1144012000,1114066,서울특별시,마포구,서교동,서교동
1144012100,1114066,서울특별시,마포구,서교동,동교동
1144012200,1114068,서울특별시,마포구,합정동,합정동
